"","id","quote","rating","date","reviewnospace"
"169","rn562679124","Solid experience ...",4,"Reviewed February 25, 2018
","Having had a couple less than stellar flights on Wings Air, I was a bit apprehensive about flying Lion Air, the mother company. But, the flight was pretty non-eventful. We left on time, and arrived on time ... and while boarding was a wee bit chaotic, it really wasn't that bad at all. They sell small bottles of water on..."
"170","rn562021702","Hands down the absolute worst experience in my 10 years of frequent flyer flying.",1,"Reviewed February 21, 2018
","Delay almost 2 hours (yes, almost, because if more than 2 hours they might have done something). Missed our connecting flight which, granted, was with another company. Sure it's ""not their responsibility"" as they loved to repeat at least 10 times, but nobody to help even warn people in the connecting flight and not nobody to even apologize, or even..."
"171","rn562016336","Cheap but s*it.",1,"Reviewed February 21, 2018
","Terrible service. Problem with person with long names. The day the flight departs, I went to the airport and they said I cannot check-in because the name is not appear to be the same as the passport. So I contacted the customer service. They said the name cannot be changed and needed to book for a new flight. No refund..."
"172","rn561341963","Dont fly lion air",1,"Reviewed February 18, 2018
","This is a terrible airline. Our flight time arrived and no plane - no communication. 2 other Lion Air flights passengers had been waiting 3 hours and still no planes or communication. We ended up leaving 3 hours late. Air hostess fell as sleep during take off. Very unprofessional and poor."
"173","rn561110925","Delay airlines",2,"Reviewed February 17, 2018
","This airlines very popular as a delay airlines in Indonesia, if you wanna booking another connection flight after flew with Lionair please prepare extra hours for safety gap or you will lost your next flight, because they will not responsible for your connecting flight even with same airlines. I don't see the professional look for the cabin crew also, seems..."
"174","rn560735528","One of my worst flight experiences ever",1,"Reviewed February 15, 2018
","The flight was severely delayed due to “operational reasons”. Over 4 hours late, with no precise information from the ground staff. Instead of arriving mid-evening we touched down in the early hours of the morning. By this time there were virtually no taxis at the airport and had to wait a further hour before I could head on towards my..."
"175","rn559786544","Nice morning flight",3,"Reviewed February 11, 2018
","It was a nice morning flight from Jakarta (CGK) to Jogja.The plane is departed as scheduled on 04.50 in the morning.As LCC, the legroom seat is limited.No inflight entertainment and no food (but you can buy if you want).I always choose the earliest possible schedule to fly with this airline since it is widely known for..."
"176","rn559307159","Average LCC Flight",3,"Reviewed February 8, 2018
","As a LCC Flight you may not have enough space for your legs, no tv and food served but you can buy if you want."
"177","rn559301855","Nice flight, spooky landing",3,"Reviewed February 8, 2018
","Like always, Lion's landing in Bandung Airport is kinda spooky and feels a little bit dangerous. First I thought it's because of the airport, with the short landing area and all. But had a flight with other airline, and it wasn't bad."
"178","rn559278615","Allow plenty of time for connecting flights",2,"Reviewed February 8, 2018
","Our flight got delayed out of Lombok 3 times. We arrived in Bali around 2 hours after we should have. We also got delayed coming in for landing and had to hold position for another 30 minutes. So suggest you allow lots of time if you are connecting to another flight in Bali. Aircon on flight didn't really work and..."
"179","rn559156676","Terrible customer service!",1,"Reviewed February 8, 2018
","I took this company several times, There were always an issue with them. The flight are either delay or moved with a last minute notice by sms in Bahasa. They will not call you or send you an email in english.If you miss the flight because they change it at the last minute you can't do anything.The customer service..."
"180","rn559120189","Good for LCC Flight",3,"Reviewed February 7, 2018
","I always fly with this airline every day off from my work. And it's good for early morning flight. Good service for short flight with LCC concept. But i think, there are a lot of thing that to be fixed, especially flight delay service system"
"181","rn559044312","No food less leg room",3,"Reviewed February 7, 2018
","No food is served , no TV, less leg space . Flight was on time landed before the scheduled landing time . The fare is cheap . 10 kg check in luggage and 7 kg cabin luggage is allowed . For extra luggage the charges are 1000 per kg."
"182","rn558064425","Delays Delays Delays ",1,"Reviewed February 3, 2018
","Over 5 hours of waiting , making our driver wait 2 hours at the airport for us. Nothing to do in PKY airport.( need free wifi) Did get free food on the plane which wasn't bad . Expect delays when flying with lion air ."
"183","rn557907740","No food on plane",2,"Reviewed February 2, 2018
","Not a huge plane, but both my departure and arrival is delay (almost an hour), the staff are not so friendly, guess was due to language barrier?When coming back from Bangkok, we realise that everything on the menu is Out of Stock, they left with nuts and drink. luckily its only a 2 hours flight.... they should have cater..."
"184","rn557794952","Not Recommended",2,"Reviewed February 1, 2018
","no entertainment food quality avg cabin crew good overall 2 star the only advantage is that the fare is cheap as compared to other airlines"
"185","rn557688080","Good price and no problem.",4,"Reviewed February 1, 2018
","CC ( 18.01.16 )I and my son ride this airplane by transit in Jakarta airport. The price was reasonable, and the airplane was no problem. In short time, the LCC was good to us, I think. We could not find any inconvenience. Satisfied."
"186","rn557648373","Only good from SG to JKT, do not try the other way",4,"Reviewed January 31, 2018
","Lionair is only good if you take flight from SG to JKT, they mostly got no delay.. if so just for few minutes but you don't try the other way from JKT to SG, the delay will take like 1-2 hours or even more. This is a budget flight, so do not expect for spacious or meal service.. and when..."
"187","rn556176653","Don’t Expect Help in an Emergency",1,"Reviewed January 24, 2018
","Unfortunately our flight in early December 2017 was cancelled because of volcanic eruption. Nobody’s fault. But we were informed by airline that rescheduled flight would go. When we got to airport...no flight. We were directed to three different locations in Denpasar to get refund. Never saw it, but we did have to pay the taxi ride all day. Travel agency..."
"188","rn555998823","NOT RECOMMENDED",1,"Reviewed January 23, 2018
","I use this lion because it is cheap. I leave from Jakarta to Gunungsitoli (transit Medan for 3 hours). and then I back again from Nias to Jakarta (transit terrain 3 hours). I had a very bad experience with this airline. very bad service, very long delay. fitting home that I have a delay of 1 hour continue to say..."
"189","rn555992303","Just Standard...",3,"Reviewed January 23, 2018
","Just an ordinary flight, nothing special.. quite on time, this time... Only schedule change from Semarang-Jakarta but its fine by us."
"190","rn555778320","Very average airline",3,"Reviewed January 22, 2018
","For a few dollars more I would recommend Bangkok airways or Jet airways. DMK airport took two and half hours for immigration."
"191","rn554742150","always late",1,"Reviewed January 19, 2018
","lion are known as flight that are always late, but there is no other choice as they offer more varied flight schedules."
"192","rn554562741","Poor",2,"Reviewed January 18, 2018
","Ground staff for check in counter very rude and not helpfull. As i known that most of the luggage from passanger of Lion has always LOST, i prevent mine with plastic wraping but still my tagging bag has bern stollen from ground staff (luggage staff). Why this company still hire a thief to work with them ? A rude person..."
"193","rn554338894","Reliable Low Cost Airline",4,"Reviewed January 16, 2018
","Lion Air had been my choice for domestic travel in Indonesia for a few years now. There had been a few hiccups but no major ones with financial implications. Understandably it is a low-cost airline. I can't ask for too much comfort. But for someone who would doze off for have the duration of a flight, I don't mind not..."
"194","rn554303403","Rude staff lombok airport",3,"Reviewed January 16, 2018
","It’s so different when I’m in Bandung airport, the staff lion air are kind and very helpfully any detail needed for take off, but in Lombok was so different, when i came to check in, the staff was very slow response and preferred chat with other staff and other costumer than gave us service as fast as he could. And..."
"195","rn554084087","On time",4,"Reviewed January 15, 2018
","I bought the ticket almost 6 months ago from Traveloka, the flight schedule should be 04:30 AM from Jakarta, however 2 weeks before the flight date, received an email from Traveloka that my flight was re-scheduled to 8.20AM.Try to contact Lion Air to get the earliest flight before 8.20 AM, then my flight was re-scheduled to 7:20AM. Boarding was..."
"196","rn553710559","Good",4,"Reviewed January 14, 2018
","An hour delay, no food, good flight, staff were responsible , good seats, good landing, good baggage management, we had lost the flight and the staff in the air port very kindly managed the problem and we could take the trip very good."
"197","rn553060683","If you do not need help.... only one address ""LION AIR""...",1,"Reviewed January 10, 2018
","I sent emails : no answers... I tried to phone, no answerHow can a company spend billions to buy planes and cannot afford to have an efficient customer care service... too bad"
"198","rn552551006","route and transit airlines",4,"Reviewed January 8, 2018
","Lion Air is the best low price, trnasit route airport and good service customercare center and crew cabin . soogood nex trip route transfer airport"
"199","rn552147341","it's a cheap flight after all",3,"Reviewed January 6, 2018
","no delays, but this is lion air we're talking about no delays is a miracle for this airline, dirty seats with small leg room, no IFE's (this is economy airline after all), the food is just frozen food preheated in a microwave and don't ask the price, it's expensivethis airline is recommended for low-budget-tourist."
"200","rn552070540","First time flying this company",5,"Reviewed January 6, 2018
","First time flying with Lion AirThey were not that badWas a cheap flight from Bali to Jakarta booked a week beforeTravelled with a child and they were really good to usWould fly with them again"
"201","rn552070461","Live Life on the Edge",3,"Reviewed January 6, 2018
","LionAir have a rep for being late We figured 3.5 hrs wait in DPS to catch a flight to MEL would be ok. WRONG! To Lion's credit they pulled out all stops to get us there - made it with 5 min to spare. It was an exciting way to spend our ladt day in Indonesia."
"202","rn552008648","The price is right",3,"Reviewed January 6, 2018
","It’s cheap, not so clean, heavily delayed and exactly worth the amount you pay for it... they try to be a meat transport and they succeeded in doing so. But then again, you only pay a few nickels for a short flight with some heavy turbulence and there might be some lack of safety monitoring.. risk of dying might be..."
"203","rn551904981","Always delay flight",1,"Reviewed January 5, 2018
","Didnot surprise at all and during my flight experience, Lion air had delayed most all my flight. Anyway.. Thank you for bringing me to Yogyakarta! Wish in 2018, no more delay..."
"204","rn551361111","So-So",3,"Reviewed January 3, 2018
","The reason we choose this flight is affordable price. Our flight was delayed for 30 minutes and we have a pack of biscuit as compliment. Landing position was not smooth at all, but since the price was cheap it was worth it."
"205","rn551065832","Not that bad",3,"Reviewed January 2, 2018
","This is the first time I flew with lion Air, when I book the ticket actually I'm a little bit scared because so many bad rumours about this airline. I choose this airline because of the price and the right flight schedule that I need. Luckly, nothing happened with the flight. Departure from Bandung on time, and comeback from Bali..."
"206","rn551050581","Worst Airline Ever",1,"Reviewed January 2, 2018
","Flight to KNOUse this for return flight CGK-KNO-CGK. Problem persist at the very beginning of our flight CGK to KNO, which that time, there were only very fews check in desk and very very slow check in officer to handle so much passengers in CGK. We almost miss our check in. Flight was delayed for about thirty minutes, it..."
"207","rn550283074","Cheap flight but many times delay",3,"Reviewed December 30, 2017
","The cheaper airline fare compare to another airline in Indonesia, such as Garuda or Batik.In this flight, i’m using Boeing 737-900ER from UPG-DPS and transit at Denpasar including changed aircraft here became Boeing 747-400 from DPS-BDO got free 20kg baggage, got snack, no entertainment unit, the seat is okay, space to front seat is average, flight attendants friendly, the..."
"208","rn549663832","Worst company ever!",1,"Reviewed December 28, 2017
","I flew 3 times with this company now in the last 3 months, 1 of the flights was canceled and the other two delayed by 2 hours. I did not get any compensation for all of the 3 flights."
"209","rn549564277","Cheap, still OK!",3,"Reviewed December 27, 2017
","I traveled with my aunt from Jakarta to Bali. The service was quite good. Affordable and good enough."
"210","rn549433726","On time. No leg space.",3,"Reviewed December 26, 2017
","Staff is friendly. Smartly they give you snacks and water before boarding, like this no waste and no hassle during flight. Too small leg space. Not comfortable flight. Old plane."
"211","rn549417832","Excellent!!! ",5,"Reviewed December 26, 2017
","I confess that I was a little bit worried after reading the recent reviews. However, everything was awesome!!! The boarding was on time, the bus transport was very good and the cabin crew very friendly. The airplane looks like new!!"
"212","rn549270428","Worth Airlines ever!!!!",1,"Reviewed December 26, 2017
","I flew from Bali to Surabaya, aircraft looks tired, window very dirty, AC didn’t work and it was so hot entire flight"
"213","rn548582338","The worst airline ever",1,"Reviewed December 22, 2017
","Took a return flight of Lion Air from Denpasar to Lombok and both were delayed up to 2hrs without proper reason or compensation (only stated operational problem). Air crews' services are average. Better took other flight company instead."
"214","rn548429712","Avond this Company if possible",1,"Reviewed December 21, 2017
","To het get from Manado to Kuala Lumpur i spend An entiteit day. Flight from Manado to Jakarta left with over 2 hours delay. This flight was supposed to go to Jakarta direct, but made An unexpected stopover in Surabaya. This results in more delay. Stopover in Jakarta was supposed to take 4 hours. The flight to KL left after..."
"215","rn548295252","40 minutes flew with warms AC",1,"Reviewed December 20, 2017
","I flew to Surabaya on dec 8 from Denpasar, I have no choice as the time of my agenda is limited so I took this flight, from take off until its arrived in Surabaya the AC seems not working as normal. I felt like difficult to breath as the temperature in the cabin with full passenger is warm. Will I..."
"216","rn548235772","Operational Issues",2,"Reviewed December 20, 2017
","This was not a direct flight (I forget the name of the place where we had a lay over and plane change). The flight was 20 minutes late leaving Manado due to""operational issues"". The plane was 3 hours late leaving the lay over place due to ""operational issues"" I've taken other flights with Lion Air and don't recall any that..."
"217","rn548179740","The worst time management",1,"Reviewed December 20, 2017
","So today, 20th December 2017, my flight should fly at 16.50pm, delayed at 18.20pm. At 18.20pm the staff said the plane has not arrived yet. Just now the announcement said that the flight is scheduled to fly at 20.30pm.So many delay announcement in any destination. It is shown that top management is not capable to do the job and..."
"218","rn548146883","On time",5,"Reviewed December 19, 2017
","Woowwww... no delay for this time... amazing... good and nice low budget aorplane to travelling to anywhere and can help me save some of money. Love how they arrange and help all passengers with the cabin luggage."
"219","rn547996259","Lack of Communication ",1,"Reviewed December 18, 2017
","As with others that have reviewed, the lack of communication is horrendous. The boards that show the departure times are never updated and intercom system is awful. You have to ask someone to get actual info, but even then you could get different answers from different staff. The information that Lion Air should gives out with their tickets should just..."
"220","rn547595274","Playing the waiting game ",1,"Reviewed December 16, 2017
","WORST EXPERIENCE EVER. As im typing this, im sitting here waiting from my flight to Bali for the past 3 hours. 2 back to back delays with no explanations given except 'operational delays' and 'weather conditions'. I have missed my connecting flight to Singapore due to this delay and can only pray that i can get back to Singapore today..."
"221","rn547212058","DELAY Become Your Trademark, Fix It !!!",2,"Reviewed December 14, 2017
","Almost 5 years never use this airline, and unfortunately when i used traveling using this airline they still have their DELAY TRADEMARK. Almost all of their flight route DELAY, 1 hour till 5 hours or even more. Hope this airline fix this problem, dont know if it is technical problem or their managent problem"
"222","rn546960040","Fligth Krabi, to Bangkok Don Muang",2,"Reviewed December 13, 2017
","The flight was delay of 2 hours, no excuse nothing. The staff of ground is very poor attitude even the supervisor. I had to pay overwheigt of 3 kilos for 1200 bath at the counter, the lady was listen music, took me 15 min to have the voucher. She dont want to give me the proof of payment at the..."
"223","rn546784461","Unbelievable",1,"Reviewed December 12, 2017
","My friend a local travelling from Palu to Denpassar via Makassar. The plane was late leaving Palu when he arrived he was told your flight left early it was not due to leave for another hour. They refused to offer an alternative flight and insisted he pay an extra $40 for the remaining leg which was almost 24 hours later...."
"224","rn545858372","Worst travelling experience. Ever.",1,"Reviewed December 7, 2017
","I booked my Tuesday flight on Monday morning, I paid with Cimb Clicks, I received the email confirmation from the bank and I checked with my internet banking and the payment was done, however while waiting for the booking reference the Lion Air website did refresh to the home page.I called customer care, they told me they didn't receive..."
"225","rn545849011","Schedules are great ",5,"Reviewed December 7, 2017
","I do this flight to and from Bali-Jogjakarta on a six weekly basis to catch up with friends and play golf as it is cheaper than Bali. Out of the three main airlines doing this route I have found Lion to be the best deal in value and service plus times of flying are the best to suit me. I..."
"226","rn545723769","Very bad service at check in counter",1,"Reviewed December 7, 2017
","Very rude staff and non accomodating. I had no check in luggage and 1 hand carry. She forced me to check in the 1 bag eventhough i explained that i had no lock with me. When i requested for front aisle seat.. she told me it was full and only left one in the last row. And when i board..."
"227","rn545494733","Another scary flight",1,"Reviewed December 6, 2017
","As usual, the flight was delayed for an hour - advise it at last minute.The conditions of the plane were awful. The flight attendant weren’t nice at all, as we both book a ticket together and we were sat separate, and when I requested two seats together she told me the plane was full, which was a perfect lie..."
"228","rn545420853","Delayed most often",3,"Reviewed December 5, 2017
","I flew with my family to batam for business purpose and the flight has delay almost 30 minutes from it schedule and we consider it normal consider they are LCC company and expecting they can do better then it commented. Service is only when we need something inside and it is normal"
"229","rn545393700","Delayed 4 hours.",2,"Reviewed December 5, 2017
","Delayed for 4 hours. Understood that the weather was really bad at that time, but Lion Air should be informed the passengers little bit early not when boarding time has passed."
"230","rn545367547","Worst airline there is",1,"Reviewed December 5, 2017
","I never experienced a flight with lion air which left on time. There was again a three hour delay of a flight, which takes only 50 minutes, nobody informed us properly and everything was just chaos. I will try to never take this airline again."
"231","rn544962292","Lion of Delays",1,"Reviewed December 4, 2017
","Lion Air is your best choice if you want your travel to get delayed, skip business meetings, miss your connecting flights, increase your stress levels, lose your sleep, and to ruin your day"
"232","rn544944717","so so",3,"Reviewed December 3, 2017
","i think this is the only one airline that had so many trouble but STILL had so many customers using this airlines, because it's cheaper than the other airlines.so don't expect too much about comfort seat, leg room or even food and beverage.You get what you paid off and if you lucky enough u will didn't get a..."
"233","rn544934939","A great short domestic flight",5,"Reviewed December 3, 2017
","Checking in and the on board service was amazing. Considering the price of the flight, we were treated more as first class passengers!"
"234","rn544924401","Cheap and good flight",3,"Reviewed December 3, 2017
","Took 1h45 min flight to Jakarta.. crew was ok, could use a little smile every once in a while. Only time they smiled was during boarding and exiting the plane.. maybe they’re tired.. pretty thick accents when speaking English during the safety announcements.. overall ok for a budget airline"
"235","rn544910017","I would put ZERO dot if there is one.",1,"Reviewed December 3, 2017
","I don't want to mention in detail as there's too much disappointment, besides the title has stated clearly, tho. I flew years ago and decided not to do it again but since TripAdvisor can only update for one year history then I put here in January 2017."
"236","rn544909529","Use this airline at your own risk.",1,"Reviewed December 3, 2017
","Walking to the gate, Wings (Lion Air) announced a 30 minute delay . So I turned back to get a cup of coffee. We went into the holding room 20 minutes before the re-scheduled time, only to finds the flight has taken off on time. This Airline is completely irresponsible. The are frequently very delayed, the cancel flights without apparent..."
"237","rn544908495","Don't expect too much",3,"Reviewed December 3, 2017
","When you decided to buy a lion air ticket, i recommended you not to fly if you have a tight schedule to pursue. This airline has a reputation for being late, but also this is the cheapest airline in Indonesia (i think). I was supposed to board at 19.50 wib, but instead i board at 20.00, they just provide the..."
"238","rn544519174","Tight, Nasty Airlines Avoid this Airlines",1,"Reviewed December 1, 2017
","This airline has got to be rated one of the worst on earth. Seats are tight, flight attendants have little regard for passengers, and even water is not free. I would expect this airline to have pay toilets at some point in the future."
"239","rn544517704","Delayed",3,"Reviewed December 1, 2017
","I've heard a lot of bad reviews of this flight, but had no other choice but to choose this flight back home because of the price and time. Our flight was delayed ""only"" 30 minutes, and I say ""only"" compared to other people's experiences. A friend had a flight at 11:30p.m. but didn't get on until 7:30a.m. next day, so..."
"240","rn544389591","Delayed",1,"Reviewed December 1, 2017
","We took 5 lion air flights in 2 weeks. Not one of them was on time. From Bali to lombok and back both flights were over 2 hrs late. Lombok to Jakarta also 1,5 hrs late. Jakarta to Singapore over 2 hrs late again. The worst thing about it: they never make any announcements. So you have to find out..."
"241","rn544357189","Flight cancellation",1,"Reviewed November 30, 2017
","I do not recommend flying with Lion Air. If for any reason your flight is changed by the airline and they book you on a different day which does not work with your schedule, the refund takes 45 business days > 2 months! That is a very long time to get your money back. For this budget conscious traveler, a..."
"242","rn543925110","30 quid fligys",5,"Reviewed November 28, 2017
","We booked once on the app once we arrived in Bangkok, journey time should have been 20 mins from the centre of Bangkok but the traffic was terrible so it took us an hour.Leave enough travel time for yourselves. the airport is clean and tidied and is huge. There is also a huge food selection for everyone"
"243","rn543603141","Delayed airline",5,"Reviewed November 27, 2017
","Im one of the lucky one because i never met any delays with lion air. But i heard from other people that their delay is only 1 to 12 hours or even being cancelled. And even no free water and they just let you spend money or leave you thirsty on the aircraft. And with cancellatikn of booking without getting..."
"244","rn543367581","Always the cheapest",4,"Reviewed November 26, 2017
","Even though there were volcanos in Bali, many domestic and international flight were cancelled. But in this situation, Lion Air still operate and fly. We all knew that Lion Air's Aircraft seat are quite narrow but it is worth with the price (cheap).p.s don't surprise if you get delays on every flight with Lion Air."
"245","rn543152904","Never use this airline anymore!!!",1,"Reviewed November 25, 2017
","This is my second times using lion air..the first experience, the flight was delayed for almost 2 hours...I don’t understand, why this airline is always delay..the second experience, I lost my stuff from my luggage...I kept inside without padlock..when I arrived at my destination, I didn’t find it...this is really bad and shame!! Why don’t you just ask if you..."
"246","rn542915509","Short Flight but Delight",5,"Reviewed November 23, 2017
","The flight was short... but the crew was really friendly..Big smile..and i like the real life safety demonstration... and they are like to talk to you..if you are not Indonesian..They uniform of the flight attentdant are pretty."
"247","rn540812672","Nightmare! Bad and unprofessional airline!",1,"Reviewed November 13, 2017
","We couldn't land in Labuan Bajo due to bad weather conditions, that's why we flew to Kupang. There they told us about a new flight in the next morning and the nightmare began: horrible organization (even the transfer to the accomodation was to complicated for the staff), three flights were promised the next day (raising at 4 o'clock) but we..."
"248","rn540170091","All lion air flights delayed in the airport.",1,"Reviewed November 11, 2017
","Never again. Their only explanation after asking twice was ""due to operational problems"". I dont mind paying a bit more. All domestic flights ive taken on the trip were fine but the last one that i had to connect with my international one. I almost missed it cuz of their incompetence."
"249","rn538942463","2 hours delay without info",2,"Reviewed November 6, 2017
","In general, aircraft and service were ok, but once at the boarding gate, we were informed that the flight was delayed for 90 minutes and they didn't give any other information. Flight disappeared from flight info screens, so we had to ask for the gate and boarding time every 5-10 min. Finally delay was 2 hours."
"250","rn538642292","Lie on air",2,"Reviewed November 5, 2017
","Too many delays. When we checked in, we were already told the flight was delayed. That was not the first time. I only use Lion when there is no alternative. Sometimes they fly on time, so you do need to check-in on time. Staff is sometimes OK, but too often they appear not well trained. Lion is cheap, that is..."
"251","rn538185141","Good",3,"Reviewed November 3, 2017
","The cabin crew delivered a good, friendly service. Both flights I took were delayed at least an hour which was bit inconvenient- this might have caused by technical issue or the chain reaction of another traffics at the airportsOverall it was alright"
"252","rn537863926","TURTLE AIR LOL",1,"Reviewed November 2, 2017
","low cost airlines! yeah SO, SUPER POOR SERVICE, DELAY ALL THE TIME WITHOUT ANY INFORMATION, STAFF WERE HIDING FROM CUST. have you ever considered to change your airlines name? just a suggestion maybe turtle airlines?"
"253","rn537838489","Wouldn't let me even book a flight",1,"Reviewed November 2, 2017
","I attempted booking a flight for the next day while I was in Indonesia, through Lion Air. After allowing me to book the flight, I was informed they did not take credit cards (or foreign bank cards) if the flight was within 48 hours of booking, and I would have to do an ATM transfer. I googled what that was,..."
"254","rn537769281","Th Worst Airline In Asia",1,"Reviewed November 1, 2017
","I tried to dont believe on the MULTIPLE comments I received from locals about this Airline and trusted in the fact that there are the ""biggest private airline in Indonesia"". Well... The comments were right and the three flights I booked with them ALL were delayed over 2 hours each. I had to even book two different flights the same..."
"255","rn537152282","Delay with un acceptable reason",1,"Reviewed October 30, 2017
","Jt0595This is a night flight and almost one hour delay, not friendly attendance, everything was terrible. Better use Sriwijaya or Citilink. The delay reason was due to waiting for a transit passenger in Batam, - seriously??"
"256","rn536745482","Flight delay and no announcement",1,"Reviewed October 28, 2017
","Today flight SL824 from Don Muang to Trang delay from 09:30 to 11.00 but nobody inform or any annountment. I know normally it can delay but you should inform the guest who sitting and waiting without any information. We waiting to hear the staff call to go to the plan until 09.20 no any informaion. I know the flight delay..."
"257","rn535931161","Is it always late???",2,"Reviewed October 25, 2017
","We recently took two flights on Lion Air, from Jakarta to Yogyakarta and back to Jakarta. Both flights were really late leaving. The flight from Yogya was two and a half hours late. I have to give them credit however as at one point they gave everyone a fried chicken box. That's from an airline that doesn't have free water...."
"258","rn535925434","Terrible experience and service ",1,"Reviewed October 25, 2017
","We were told there is a 3h delay 15 minutes before we were bound to fly, barely any information was given to us eveb when we went to ask 5 6 times what was happening!? We ended up landing 4 h later than the original flight time and this is only a 20 minute flight.Our drivers had to wait..."
"259","rn535905453","It’s okay as long as you’re not relying on being on time",3,"Reviewed October 25, 2017
","I flown with Lion air on multiple occasions for domestic flights throughout Indonesia generally not had any issues, but from time to time I’ve had some frustrating time delays which are an ongoing issue, that a lot of travellers have most likely experienced.The one thing to note is the staff seems to manage the delays very well at the..."
"260","rn535690359","What you pay is what you get.",3,"Reviewed October 24, 2017
","This no frill airline is really cheap. Oke, there is no service on board and out the 4 flights, 3 were on time (lucky me?). The domestic termnal in Yogya and Bali can be bit confusing, just keep asking where your flights is leaving from which gate."
"261","rn535293300","go by feet!",1,"Reviewed October 23, 2017
","if you like to get the real thrill by not knowing your flight is already confirmed or not and you want to write a bunch of mails that were not proceeded / make uncountable telephone calls with people that have absoloutely no plan of nothing.....that `s your airline!"
"262","rn534858244","Cancelled the flight after 12 hours delay, lie to travel agency to avoid refund",1,"Reviewed October 21, 2017
","Supposed to be a short flight, which transformed into my worst airline experience !01st October 2017, we were supposed to fly at 18:05.The flight was never announced for boarding.We learned around midnight that finally the flight was cancelled because Yogyakarta airport got closed at 23:00.No indication whatsoever during the 6 hours wait. No staff, no one..."
"263","rn534485857","Economical Airways but bang on time",3,"Reviewed October 19, 2017
","The plane took off bang on time and landed on time. The planes are small and they have a old fleet. Meals on board were average.They don't offer much as we don't pay more... As simple as that.The air hostesses were helpful, well dressed and served with a smile"
"264","rn534477966","Better flying with another plane",2,"Reviewed October 19, 2017
","Already flew several times with lion air.... nothing has been satisfactory yet. we are more often able to schedule a delayed .... long, sometimes when the landing plane like slammed.Mid-October 2017, we flew from Batam to Kuala Namu Medan, from Medan going to Penang Malaysia until boarding schedule no calling ... we are looking for officers ... there is..."
"265","rn533014597","they make me fly",5,"Reviewed October 14, 2017
","thanks a lot lion airlines from lion air group. i went to yogyakarta from bandung at 9 oktober 2017 with about 16.30 oclock but delayed because the weather so the boarding is about 19.00. how poor is me :). but exactly i enjoy the flight. is about 1 half hour to yogyakarta with 30 minutes flight around on top yogyakarta..."
"266","rn532474426","Delayed",2,"Reviewed October 12, 2017
","Lion has delay airline predicate. This time the plane delayed for an hours and half due to operational reason. There was no compensation at all and no announcement in the beginning when we were check in.Wait and wait"
"267","rn532187613","cheap flight but less service",3,"Reviewed October 11, 2017
","the price is very cheap among the other airplane, but often delayed for no reason.. for people that on flexible time i recomended this aircraft, for those who not i recommend another plane"
"268","rn531901045","Good but small flights. make sure gate because of airport different",3,"Reviewed October 11, 2017
","Good Experiences.Budget airlines and come back same night.must coordinate with airlines and English Speaking staffthere are two airports in Jakarta, Indonesia"
"269","rn531595415","Took longer to get luggage than to fly !!!!!",1,"Reviewed October 10, 2017
","OMG we had to wait on the plane for over one hour before we took off then when we landed it took 27 minutes for the first lot of bags to come through and ours was at 42 minutes never again."
"270","rn531012484","PLEASANTLY SUPRISED",4,"Reviewed October 8, 2017
","everything went as planned it was easy to check in only criticism if you want to check in online you have to print your boarding pass not always possible on holidaylanded on time pleasantly surprised as other reviews are less complimentary"
"271","rn529524439","Always late",1,"Reviewed October 3, 2017
","Always delayedChange departure time without notice (and then are delayed on top of that)No airline representatives around boarding areaIf you can find an airline representative, they don't know what's going on/when the flight will depart/why it's delayed.Airlines asks customers to line up to board and boarding doesn't take place for at least 30 minutes after this..."
"272","rn529412572","Depart with Lion air this September and October 2017,ALL Lion Air Flight was delayed 1-5 hours...departure time....",2,"Reviewed October 3, 2017
","Lion Air JT 782 on 2nd October 2017 was supposed to leave CGK Jakarta at 16:45 to Makassar and departure was late by more than 4 hours....departure at 22:45 and arrived in Makassar Hasanuddin at 01:15 am...Horrid horrible airlines....alll their flights were delayed......and I took Lion Air flight from UPG-SUB-CGK-UPG by Lion air in the month of September 2017 and..."
"273","rn528842479","never on time ",1,"Reviewed October 1, 2017
","this airline is never never never on time ...lucky if you leave the same day but can be 1 day later as many many many time..... no competitors for the timimg amd don't give you any choice so bad .... wish to don't have to take again but timing for me is part of my buisness so so so bad..."
"274","rn528385548","Disappointed",1,"Reviewed September 29, 2017
","Best known with the acronym of Late Is Our Nature and it is really describe the flight schedule. My plane today is delayed for 150 minutes and I am late for everything. The best schedule for Lion is the first flight in the morning becauseè3 it usually on time. But the next plane almost always late. Mine today is the..."
"275","rn528161071","as last time delay and problems with luggage",2,"Reviewed September 28, 2017
","What to say ... It is cheaper but most of time delay and a mess while boarding, with people with 5 carry on bags and crew not able to manage them. Sometimes my bag is also bigger than allowed but it is still a bag, while you board with 5 bags someone should stop you at least for respect for..."
"276","rn527148383","Aint bad in its class",4,"Reviewed September 24, 2017
","Its been a while since I last took this airline. Suprisingly, the half on hour boarding delay was not too bad, I suppose its due to landing que in Lombok. Overall experience was good, completed by the super smooth landing at LOP"
"277","rn525862897","Average Service",3,"Reviewed September 19, 2017
","Have to go to Semarang on Sunday morning because my mother in law has passed away. Buy the ticket on Saturday night with normal price. Scheduled to take off at 06.45 in the morning and everything was so perfect. We flight on time. The only thing that became matter to me was the air conditioning in flight didn't work properly......"
